"","","What terms were included in the count?","","","as above, mortality, health risks, health impacts, decline in mental status","","","","","","","as above, death rate, brain function","","","","","","","","","","","","","","","","","","","","","","","","as above, cognitive function, blocking a key neurotransmitter called acetylcholine, mortality","",""
"","","is there ambiguity?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","if yes describe","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Is the same DV being coded here as the abstract?","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Actual DV for this","cognition (MMSE at baseline
screening and at the follow-up assessment) and mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","is the DV quantified ","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Base Rate Mentioned","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Words to First Mention","","","353.0","","","","","","","122.0","","","","","","","","","","","","","","","","","","","","","","","","284.0","",""
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","How does this IV relate to the research article","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","IV Code","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of Sentences the IV is mentioned on","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","is there ambiguity?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","if yes describe","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Is the same IV being coded here as the abstract?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Second DV","Second DV of Conclusions","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","How does this DV relate to the research article","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Code of DV","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of Sentences the DV is mentioned on","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","is there ambiguity?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","if yes describe","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Is the same DV being coded here as the abstract?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Actual DV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","is the DV quantified ","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Base Rate Mentioned","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Sample","Who are the Main Conclusions About?","","Thirteen thousand four participants
aged 65 and older","older people","","","","","","","patients","","","","","","","","","","","","","","","","","","","","","","","","older people","",""
"","","Sample Code","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Note here in case above is 8","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of Sentences the sample is mentioned in","","","13.0","","","","","","","13.0","","","","","","","","","","","","","","","","","","","","","","","","7.0","",""
"","","Words to First Mention","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","What terms were included in the count?","","","as above, patients, over 65's, participants, men and women aged over 65, older adults","","","","","","","as above, people, populations, participants","","","","","","","","","","","","","","","","","","","","","","","","as above, patients, elderly, british men and women","",""
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Actual Sample for this","participants aged 65 and older living at home and in institutions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Causation/Relationship","Primary Statement of Relationship","…this large population-based study showed that the use of medications with anticholinergic activity increased the risk of cognitive decline...","…the use of medications with anticholinergic activity increases the cumulative risk of cognitive impairment and mortality...","…drug side effect linked with increased health risks for over 65s…","","","","","","","...they blocked a chemical in the nervous system called acetylcholine- was linked with an increased risk of both mental impairment and death…","","","","","","","","","","","","","","","","","","","","","","","","…common drug effect ups elderly death risk: study...","",""
"","about main IV and DV","Statement of Relationship Code","6.0","6.0","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","",""
"","","Probabilistic statement","1.0","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Number of Mentions","","","8.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","5.0","",""
"","","Words to First Mention","","","0.0","","","","","","","17.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","What terms were included in the count?","","","as above, appears to increase, increased by, might cause, tended to make the most ","","","","","","","as above, associated with a worsening/increased","","","","","","","","","","","","","","","","","","","","","","","","as above, appears to increase, a link ","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Is the press release or news story concordant the abstract?","","","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Causation","Secondary Statement of Cause","-9.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","about second IV and/or DV","Statement of Cause Code","-9.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Probabilistic statement?","-9.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Number of Mentions","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Is the press release or news story concordant with the abstract?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for Cause?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","Advice","Advice to Change Behaviour","Clinicians, therefore,
need to review cumulative anticholinergic burden in people
presenting with cognitive impairment","0.0","every patient needs to bring over the counter and prescription drugs to their doctor’s appointment for a comprehensive review","","","","","","","only take medicines that are really required","","","","","","","","","","","","","","","","","","","","","","","","wherever possible, doctors should ""avoid prescribing multiple drugs with anticholinergic effects","",""
"","","Code","2.0","0.0","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","",""
"","","Number of Mentions","","","4.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","",""
"","","Words to First Mention","","","643.0","","","","","","","218.0","","","","","","","","","","","","","","","","","","","","","","","","51.0","",""
"","","What terms were included in the count?","","","as above, I strongly advise patients with any concerns to continue taking their medicines until they have consulted their family doctor or their pharmacist, clinicians need to review","","","","","","","as above, patients should bring a list of all medication that they are taking including any medicines purchased over-the-counter from a pharmacy or supermarket,We would also recommend that older people, on multiple medicines, should always discuss self-medication, with over-the-counter medicines, with a pharmacist","","","","","","","","","","","","","","","","","","","","","","","","as above, findings showed it was vital for doctors to regularly review drugs taken by elderly ","",""
"","","Is the same Advice being coded here?","","","3.0","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Note differences here","","","research article does not directly address the patient","","","","","","","Same as the press release, adresses the pateint and clinicians, the journal article only adresses the clinicians","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Justification Offered for changing behaviour?","1.0","-9.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Words to First Mention","","","594.0","","","","","","","191.0","","","","","","","","","","","","","","","","","","","","","","","","35.0","",""
"","","Caveats Mentioned?","0.0","-9.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Study Design  First IV and DV                    ","Study Design","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Words to First Mention","","32.0","594.0","","","","","","","122.0","","","","","","","","","","","","","","","","","","","","","","","","98.0","",""
"","Study Design  Second IV and DV                    ","Study Design","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Words to First Mention","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","Study Facts","N","12423.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","3.0","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","",""
"","","Completion Rate","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Small or Large Based on what they say","3.0","0.0","3.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Duration of Study","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Number of Time Points for longitudinal studies","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Link or reference to PR and Other","","","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","Quotes","Present","","","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Quote 1 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"","","Quote 2 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","",""
"","","Quote 3 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Quote 4 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
"","","Quote 5 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","-9.0","",""
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","2.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","Conflict of Interest ","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","0.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
