"Press Release Title","It takes two for improved control of blood pressure ","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Aliskiren and the calcium channel blocker amlodipine combination as an initial treatment strategy for  hypertension control (ACCELERATE): a randomised, parallel-group trial ","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","3.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","Complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","4.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","Are there quotes in the title?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","1.0","","","","0.0","",""
"","","Statement of Cause","","0.0","6.0","","","","6.0","","","0.0","","","","","","","-9.0","","","","","","","","","","","","0.0","","","","0.0","",""
""," Main Conclusion IV","Main IV of Conclusions (or quasi IV)","","Aliskiren, amlodipine or aliskiren plus amlodipine medication","Medicine (two medicines which can be taken in a combination pill or one medicine)","","","","Tablet containing a combination of drugs vs patients on conventional doses","","","Two medicines vs one medicine","","","","","","","Use of one or two drugs","","","","","","","","","","","","One drug or a combination of two drugs (aliskiren or amlodipine)","","","","Combination of alikiren and amlodopin vs taking only one of the drugs alone","",""
"","","IV Code","","9.0","9.0","","","","9.0","","","9.0","","","","","","","9.0","","","","","","","","","","","","9.0","","","","9.0","",""
"","","Is this IV in the first 2 sentences?","","","1.0","","","","1.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","","","","1.0","",""
"","","Number of Sentences the IV is mentioned on","","","11.0","","","","10.0","","","8.0","","","","","","","10.0","","","","","","","","","","","","10.0","","","","14.0","",""
"","","Words to First Mention","","","1.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","What terms were included in the count?","","","Two medicines, one medicine, combination pill, combination of drugs, new treatment, combination method","","","","Blood pressure pill, two in one pill, combination pill, single drug, combined drugs, two medicines, combination of drugs, amlodipine and aliskiren, ","","","Two blood pressure drugs, combination drug, two medicines, combination pill, two drugs","","","","","","","2-in-1 pill, two drugs, one drug, two medicines, single drugs, aliskiren, combination therapy, single combination pill, the drugs","","","","","","","","","","","","Combination pill, combination of drugs, two drugs, one drug, single combination, two medicines, amlodipine and aliskiren ","","","","Novartis hypertension drug, combined therapy, combines the two drugs tested, combination therapy, combination antihypertensives, aliskiren, Tekturna, combination pill, single drugs, combination treatment","",""
"","","is there ambiguity?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","if yes describe","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Note differences here","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Actual IV for this","Treatment with 150 mg aliskiren plus placebo, 5 mg amlodipine plus placebo, or 150 mg aliskiren plus 5 mg  amlodipine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
""," ","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Main Conclusion DV","Main DV of Conclusions ","","Blood pressure","Blood pressure","","","","Strokes","","","Blood pressure","","","","","","","Hypertension","","","","","","","","","","","","Blood pressure","","","","Blood pressure","",""
"","","Code of Main DV","","14.0","14.0","","","","14.0","","","14.0","","","","","","","14.0","","","","","","","","","","","","14.0","","","","14.0","",""
"","","Is this DV in the first 2 sentences?","","","1.0","","","","1.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","","","","1.0","",""
"","","Number of Sentences the DV is mentioned on","","","17.0","","","","3.0","","","13.0","","","","","","","5.0","","","","","","","","","","","","8.0","","","","11.0","",""
"","","Words to First Mention","","","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","1.0","",""
"","","What terms were included in the count?","","","Blood pressure, hypertention","","","","Strokes","","","Blood pressure, hypertension","","","","","","","Hypertension, blood pressure","","","","","","","","","","","","Blood pressure","","","","Blood pressure","",""
"","","is there ambiguity?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","if yes describe","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the same DV being coded here as the abstract?","","","0.0","","","","4.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Note differences here","","","-9.0","","","","The press release and journal article do not mention 5000 strokes","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Actual DV for this","Blood pressure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","2.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","","","15.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","Blood pressure, hypertension","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","is the DV quantified ","","1.0","1.0","","","","0.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","","","","1.0","",""
"","","Base Rate Mentioned","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","1.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","388.0","",""
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","How does this IV relate to the research article","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","IV Code","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of Sentences the IV is mentioned on","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","is there ambiguity?","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","if yes describe","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the same IV being coded here as the abstract?","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Note differences here","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Second DV","Second DV of Conclusions","","-9.0","-9.0","","","","Hypertension","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","How does this DV relate to the research article","","-9.0","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Code of DV","","-9.0","-9.0","","","","14.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of Sentences the DV is mentioned on","","","-9.0","","","","15.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","Hypertension, blood pressure","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","is there ambiguity?","","","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","if yes describe","","","-9.0","","","","It is not clear that this is the main DV from reading the newspaper article","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the same DV being coded here as the abstract?","","","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Note differences here","","","-9.0","","","","The newspaper have added 'strokes' as a DV even though this was not tested in the research article","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Actual DV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","is the DV quantified ","","-9.0","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Base Rate Mentioned","","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Sample","Who are the Main Conclusions About?","","Patients","-9.0","","","","Patients","","","Patients","","","","","","","Patients","","","","","","","","","","","","People","","","","Patients","",""
"","","Sample Code","","1.0","-9.0","","","","1.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","","","","1.0","",""
"","","Note here in case above is 8","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of Sentences the sample is mentioned in","","","10.0","","","","9.0","","","8.0","","","","","","","6.0","","","","","","","","","","","","10.0","","","","8.0","",""
"","","Words to First Mention","","","130.0","","","","63.0","","","1.0","","","","","","","22.0","","","","","","","","","","","","21.0","","","","1.0","",""
"","","What terms were included in the count?","","","Patients, people","","","","Patients","","","Patients, people","","","","","","","Patients","","","","","","","","","","","","People, patient, participant","","","","Patients","",""
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Note differences here","","","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Actual Sample for this","Patients","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Causation/Relationship","Primary Statement of Relationship","...patients randomly assigned to initial combination treatment with both aliskiren and
amlodipine had substantially better mean blood pressure
reduction over the fi rst 24 weeks than did patients starting
on either drug as monotherapy…","…greater reduction in mean systolic blood pressure than the monotherapy groups …","…starting treatment of blood pressure with two medicines rather than the one produces better and faster results and fewer side effects…","","","","…A NEW two-in-one pill for treating high blood pressure could prevent 5,000 strokes a year, a study suggests…","","","…patients started on the combined drugs reduced their blood pressure quickly …","","","","","","","…a combination pill has been shown to be far more effective than stand-alone blood pressure medicines..","","","","","","","","","","","","…starting treatment with two drugs gave better and faster results, with fewer side effects…","","","","…patients who switched from single drug treatment to combined therapy improved their response…","",""
"","about main IV and DV","Statement of Relationship Code","2.0","2.0","6.0","","","","4.0","","","6.0","","","","","","","6.0","","","","","","","","","","","","6.0","","","","6.0","",""
"","","Probabilistic Statement?","0.0","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Number of Mentions","","","4.0","","","","1.0","","","3.0","","","","","","","2.0","","","","","","","","","","","","1.0","","","","2.0","",""
"","","Words to First Mention","","","0.0","","","","1.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","21.0","","","","1.0","",""
"","","What terms were included in the count?","","","Improved control of, better and faster results, faster and better control of, mcuh more effective medicine","","","","Could prevent","","","25% more effective, reduced","","","","","","","Far more effective than, improved speed and effectiveness of the treatment","","","","","","","","","","","","Gave better and fater results with fewer side effects","","","","Do better than if they…, improved their response,","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","2.0","","","","3.0","","","2.0","","","","","","","2.0","","","","","","","","","","","","2.0","","","","2.0","",""
"","","Is the press release or news story concordant the abstract?","","","2.0","","","","3.0","","","2.0","","","","","","","2.0","","","","","","","","","","","","2.0","","","","2.0","",""
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Causation","Secondary Statement of Cause","-9.0","-9.0","-9.0","","","","…most patients can now be prescribed a single combination pill and know that they are optimally protected from strokes and heart attacks…","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","about second IV and/or DV","Statement of Cause Code","-9.0","-9.0","-9.0","","","","6.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Probabilistic Statement?","-9.0","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Number of Mentions","","","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","63.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","Optimally protected","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","-9.0","","","","3.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the press release or news story concordant with the abstract?","","","-9.0","","","","3.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for Cause?","","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","","","","0.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","","","2.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","Advice","Advice to Change Behaviour","...A move towards routine initial reduction of blood
pressure with combination therapy can now be
advocated….","...We believe that routine initial reduction in blood pressure (>150 mm Hg) with a  combination such as aliskiren plus amlodipine can be recommended…","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Code","2.0","2.0","0.0","","","","0.0","","","0.0","","","","","","","0.0","","","","","","","","","","","","0.0","","","","0.0","",""
"","","Number of Mentions","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","What terms were included in the count?","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Is the same Advice being coded here?","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Note differences here","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Justification Offered for changing behaviour?","1.0","1.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Caveats Mentioned?","1.0","0.0","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","","-9.0","","","","-9.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Study Design  First IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","0.0","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","","","","1.0","",""
"","","Words to First Mention","","61.0","388.0","","","","-9.0","","","229.0","","","","","","","22.0","","","","","","","","","","","","120.0","","","","398.0","",""
"","Study Design  Second IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","","1.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","","Words to First Mention","","-9.0","-9.0","","","","244.0","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","-9.0","","","","-9.0","",""
"","Study Facts","N","960.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
