"","Main Conclusion DV","Main DV of Conclusions ","","Lung function, risk of pulmonary exacerbations, patient-reported respiratory symptoms, weight, and
concentration of sweat chloride.","lung function, quality of life and a reduction in disease flare ups","","Lung function and quality of life","improve lung function and symptoms","lung function, quality of life and a reduction in disease flare ups","","","","","","","","","","","","","","","","","","","","","","","lung function, quality of life and a reduction in disease flare ups","","","","","","lung function, quality of life and a reduction in disease flare-ups"
"","","Code of Main DV","","15.0","15.0","","15.0","15.0","15.0","","","","","","","","","","","","","","","","","","","","","","","15.0","","","","","","15.0"
"","","Is this DV in the first 2 sentences?","","","0.0","","1.0","1.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","1.0"
"","","Number of Sentences the DV is mentioned on","","","5.0","","4.0","2.0","2.0","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","","4.0"
"","","Words to First Mention","","","39.0","","15.0","1.0","26.0","","","","","","","","","","","","","","","","","","","","","","","88.0","","","","","","1.0"
"","","What terms were included in the count?","","","as above, proper lung clearance of bacteria, sweat chloride, symptoms","","as above, thick mucus to build up in the lungs, inflammation, lung damage","as above, clear the lungs of bacteria","as above, breathing tests and flare-ups ","","","","","","","","","","","","","","","","","","","","","","","as above, swqeat chloride","","","","","","as above, clear the lungs of bacteria"
"","","is there ambiguity?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","if yes describe","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual DV for this","Lung function (percent of predicted forced expiratory volume in 1 second FEV1)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is the DV quantified ","","1.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Base Rate Mentioned","","1.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","How does this IV relate to the research article","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","IV Code","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the IV is mentioned on","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is there ambiguity?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","if yes describe","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Second DV","Second DV of Conclusions","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","How does this DV relate to the research article","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Code of DV","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the DV is mentioned on","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is there ambiguity?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","if yes describe","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual DV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is the DV quantified ","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","0.0"
"","","Base Rate Mentioned","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Sample","Who are the Main Conclusions About?","","patients","Cystic Fibrosis sufferers","","sufferers","cf patients","patients with the ""Celtic gene""","","","","","","","","","","","","","","","","","","","","","","","sufferers","","","","","","sufferers of cystic fibrosis"
"","","Sample Code","","1.0","1.0","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Note here in case above is 8","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the sample is mentioned in","","","9.0","","3.0","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","8.0","","","","","","3.0"
"","","Words to First Mention","","","0.0","","0.0","0.0","11.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","1.0"
"","","What terms were included in the count?","","","as above, patients, people","","as above, patients","as above, people","as above, people","","","","","","","","","","","","","","","","","","","","","","","as above, patients, people","","","","","","as above, people"
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual Sample for this","12 years of age or older, had received a diagnosis
of cystic fibrosis,12 had the G551D mutation on at
least one CFTR allele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Causation/Relationship","Primary Statement of Relationship","administration of ivacaftor, an oral CFTR potentiator, was associated with significant improvements in primary and secondary end points in persons with cystic fibrosis who had at least one copy of the G551D-CFTR mutation","Ivacaftor was associated with improvements in lung function at 2 weeks that were
sustained through 48 weeks","0.0","","Trials of VX-770 at Queen's University in Belfast were found to significantly improve lung function and quality of life for sufferers","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","A NEW drug which makes it easier to clear the lungs of bacteria "
"","about main IV and DV","Statement of Relationship Code","2.0","2.0","0.0","","6.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","6.0"
"","","Is the statement probabilistic?","0.0","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Mentions","","","5.0","","2.0","1.0","2.0","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","","4.0"
"","","Words to First Mention","","","39.0","","15.0","86.0","26.0","","","","","","","","","","","","","","","","","","","","","","","88.0","","","","","","1.0"
"","","What terms were included in the count?","",""," improvements, may have profound effects","","as above, slow down","can work","improvements, reduction","","","","","","","","","","","","","","","","","","","","","","","improvements, reduction","","","","","","as above, imrpovements, reduction"
"","","Is the press release or news story concordant with the Journal Article Body?","","","3.0","","2.0","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","","2.0"
"","","Is the press release or news story concordant the abstract?","","","3.0","","2.0","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","","2.0"
"","","Justification Offered for statement of relationship?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","1.0","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Causation","Secondary Statement of Cause","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","about second IV and/or DV","Statement of Cause Code","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the statement probabilistic?","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Mentions","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the press release or news story concordant with the Journal Article Body?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the press release or news story concordant with the abstract?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Cause?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","2.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","Advice","Advice to Change Behaviour","0.0","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Code","0.0","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Mentions","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same Advice being coded here?","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for changing behaviour?","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Design  First IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","23.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Design  Second IV and DV                    ","Study Design","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","-9.0","-9.0","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Facts","N","161.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Completion Rate","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Small or Large Based on what they say","1.0","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Duration of Study","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Time Points for longitudinal studies","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Link or reference to PR and Other","","","0.0","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","Quotes","Present","","","1.0","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Quote 1 Source","","","","","5.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Quote 2 Source","","","","","-9.0","5.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
