"Press Release Title","Boys will infect boys, swine flu study shows","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Role of social networks in shaping disease
transmission during a community outbreak
of 2009 H1N1 pandemic influenza","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","2.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","5.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","is the DV quantified ","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Base Rate Mentioned","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Sample","Who are the Main Conclusions About?","","Students","Children","","","","","","","Children","","","","","","","","","","","","","","","","","","","","","","","","","Children"
"","","Sample Code","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Note here in case above is 8","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Number of Sentences the sample is mentioned in","","","9.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","5.0"
"","","Words to First Mention","","","0.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","What terms were included in the count?","","","Boys, girls, children, pupils, child","","","","","","","Boys, children","","","","","","","","","","","","","","","","","","","","","","","","","Boys, children, pupils"
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Actual Sample for this","Students","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Causation/Relationship","Primary Statement of Relationship","…This outcome
gives the picture of strong between-place interactions with backand-
forth waves of transmission between the school, the community,
and the households...","This analysis shows the extent to which clearly defined
social networks affect influenza transmission, revealing strong
between-place interactions with back-and-forth waves of transmission
between the school, the community, and the household.","Boys predominantly pass on flu to other boys and girls to girls.  ","","","","","","","When it comes to swine flu, boys will infect boys.","","","","","","","","","","","","","","","","","","","","","","","","","Boys will infect other boys with swine flu.  "
"","about main IV and DV","Statement of Relationship Code","2.0","2.0","6.0","","","","","","","6.0","","","","","","","","","","","","","","","","","","","","","","","","","6.0"
"","","Is the statement probabilistic?","0.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Number of Mentions","","","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","3.0"
"","","Words to First Mention","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","What terms were included in the count?","","","Will infect, predominantly pass on, about three times more likely to","","","","","","","Puts you ar risk, will infect, more likely to","","","","","","","","","","","","","","","","","","","","","","","","","Link, will infect, more likely to"
"","","Is the press release or news story concordant with the Journal Article Body?","","","2.0","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","2.0"
"","","Is the press release or news story concordant the abstract?","","","2.0","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","2.0"
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","1.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Causation","Secondary Statement of Cause","-9.0","-9.0","Transmission rate is about five times higher between classmates than between children in a different class in the same grade.  ","","","","","","","It tells us a great deal about how social networks influence transmission.","","","","","","","","","","","","","","","","","","","","","","","","","Transmission rates were also five times higher between classmates than between children from different classes. "
"","about second IV and/or DV","Statement of Cause Code","-9.0","-9.0","2.0","","","","","","","6.0","","","","","","","","","","","","","","","","","","","","","","","","","2.0"
"","","Is the statement probabilistic?","-9.0","-9.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Number of Mentions","","","3.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","3.0"
"","","Words to First Mention","","","43.0","","","","","","","51.0","","","","","","","","","","","","","","","","","","","","","","","","","72.0"
"","","What terms were included in the count?","","","Does not significantly increase a child's risk, about five times higher, does not significantly raise a child's risk","","","","","","","Influence","","","","","","","","","","","","","","","","","","","","","","","","","Five times higher, did not significantly increase, influence"
"","","Is the press release or news story concordant with the Journal Article Body?","","","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","3.0"
"","","Is the press release or news story concordant with the abstract?","","","3.0","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","3.0"
"","","Justification Offered for Cause?","","-9.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","-9.0","-9.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","Advice","Advice to Change Behaviour","...It is also important that the agent-based
simulation models that are now commonly used to inform policy
(1, 3) are properly calibrated on the basis of the type of analysis
presented here…","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Code","1.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Number of Mentions","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Is the same Advice being coded here?","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Note differences here","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Justification Offered for changing behaviour?","1.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","1.0","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Study Design  First IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Words to First Mention","","35.0","236.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","114.0"
"","Study Design  Second IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Words to First Mention","","-9.0","236.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","114.0"
"","Study Facts","N","370.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Completion Rate","0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Small or Large Based on what they say","0.0","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Duration of Study","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Link or reference to PR and Other","","","1.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","Quotes","Present","","","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Quote 1 Source","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Quote 2 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 3 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 4 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 5 Source","","","","","","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","2.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Conflict of Interest ","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
