"Press Release Title","Protective properties of green tea uncovered","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","In vitro protective effects of colon-available extract of Camellia sinensis (tea)
against hydrogen peroxide and beta-amyloid (A (1–42)) induced cytotoxicity in
differentiated PC12 cells","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","2.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","What terms were included in the count?","","","..green tea.. ..ancient Chinese remedy.. ..digested compounds.. ..polyphenols.. ..tea polyphenols..","","","..green leaves.. ..drinking green tea.. ..ancient Chinese brew.. ..tea's ingredients.. ..tea's properties.. ..green tea.. ..digested compounds..","","","..green tea.. ..chemical.. ..tea.. ..it.. ..disgestion.. ..polyphenols.. ..them.. ..compounds.. ","","","","","","","","","","","","","","","","","","","","..green tea.. ..regularly drinking green tea.. ..teais disgested.. ..thebeverage.. ..when green tea is digested.. ..digested compounds.. ..cup of green tea.. ..green tea..","","","","","",""
"","","is there ambiguity?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","CAGTE (green tea extract passed through in vitro disgestion)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," ","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Main Conclusion DV","Main DV of Conclusions ","","Level of protection against hydrogen perioxide and amyloid beta cytotoxicity (measured in concentrations of each compound)","Efficacy of digested green tea chemicals against key triggers of Alzheimer's disease","","","Efficacy against key triggers of Alzheimer's disease","","","Dementia","","","","","","","","","","","","","","","","","","","","Efficacy against key triggers of Alzheimer's disease","","","","","",""
"","","Code of Main DV","","12.0","12.0","","","12.0","","","12.0","","","","","","","","","","","","","","","","","","","","12.0","","","","","",""
"","","Is this DV in the first 2 sentences?","","","0.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","2.0","","","4.0","","","7.0","","","","","","","","","","","","","","","","","","","","5.0","","","","","",""
"","","Words to First Mention","","","1.0","","","1.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","What terms were included in the count?","","","..Regularly drinking green tea could protect the brain against developing Alzheimer’s.. .. chemicals are actually more effective against key triggers of Alzheimer’s development than the undigested form of the tea..","","","..Alzhimer's.. ..""key triggers"".. ..dementia..","","","..dementia.. ..Alzheimer's.. ..key diseases..","","","","","","","","","","","","","","","","","","","","..dementia risk.. ..protect the brain against Alzheimer's.. ..prevent the degeneration of brain cells.. ..key triggers of Alzhimer's development.. ..Alzheimer's risk..","","","","","",""
"","","is there ambiguity?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","neuroprotective effects against H202 and AB1-42 induced cytotoxicity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Base Rate Mentioned","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","How does this IV relate to the research article","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","IV Code","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the IV is mentioned on","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is there ambiguity?","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","if yes describe","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second DV","Second DV of Conclusions","","CAGTE exhibiting direct anti-proliferative effects on PC12 tumour models","growth of tumour cells","","","growth of tumour cells","","","Cancer","","","","","","","","","","","","","","","","","","","","growth of tumour cells","","","","","",""
"","","How does this DV relate to the research article","","2.0","2.0","","","2.0","","","2.0","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Code of DV","","23.0","23.0","","","23.0","","","23.0","","","","","","","","","","","","","","","","","","","","23.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","3.0","","","3.0","","","8.0","","","","","","","","","","","","","","","","","","","","4.0","","","","","",""
"","","Words to First Mention","","","17.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","42.0","","","","","",""
"","","What terms were included in the count?","","","..protecting the body against cancer.. ..growth of the tumour cells.. ..affecting the cancer cells, significantly slowing down their growth..","","","..cancer.. ..anti-cancer.. ..growth of tumour cells..","","","..cancer.. ..tumour.. ..the cells.. ..key disease..","","","","","","","","","","","","","","","","","","","","..protectagainst some forms of cancer.. ..slowing down the growth of tumour cells.. ..tumour cell.. ..cancer..","","","","","",""
"","","is there ambiguity?","","","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","2.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","CAGTE exhibiting direct anti-proliferative effects on PC12 tumour models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","23.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Base Rate Mentioned","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Sample","Who are the Main Conclusions About?","","PC12 tumour cells","tumour cell model","","","cancer cells","","","-9.0","","","","","","","","","","","","","","","","","","","","tumour cells","","","","","",""
"","","Sample Code","","6.0","6.0","","","6.0","","","-9.0","","","","","","","","","","","","","","","","","","","","6.0","","","","","",""
"","","Note here in case above is 8","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the sample is mentioned in","","","1.0","","","3.0","","","2.0","","","","","","","","","","","","","","","","","","","","4.0","","","","","",""
"","","Words to First Mention","","","437.0","","","1.0","","","381.0","","","","","","","","","","","","","","","","","","","","42.0","","","","","",""
"","","What terms were included in the count?","","","..tumour cell model..","","","..cancer.. ..tumours.. ..tumour cells..","","","..tumour cell model.. ..cancer cells..","","","","","","","","","","","","","","","","","","","","..cancer.. ..tumour cells.. ..tumour cell..","","","","","",""
"","","Is the sample code the same as the main conclusions of the abstract?","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Note differences here","","","Specifically it is PC12 tumour cells","","","Specifically it is PC12 tumour cells","","","Specifically the sample is PC12 tumour cells","","","","","","","","","","","","","","","","","","","","Specifically it is PC12 tumour cells","","","","","",""
"","","Actual Sample for this","PC12 tumour cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation/Relationship","Primary Statement of Relationship","..had a protective effect..","..protected..","..could protect..","","","..can help protect against..","","","Green tea could help ward off dementia","","","","","","","","","","","","","","","","","","","","..protectedthe cells..","","","","","",""
"","about main IV and DV","Statement of Relationship Code","6.0","6.0","4.0","","","5.0","","","4.0","","","","","","","","","","","","","","","","","","","","6.0","","","","","",""
"","","Is the statement probabilistic?","0.0","0.0","1.0","","","0.0","","","1.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Mentions","","","2.0","","","3.0","","","4.0","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Words to First Mention","","","5.0","","","10.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","What terms were included in the count?","","","..could protect.. ..actually more effective against key triggers of Alzheimer’s development than the undigested form..","","","..it can help protect against.. ..are effective against.. ..are actually more effective..","","","..could help wrad off.. ..may protect.. ..affective against key triggers..","","","","","","","","","","","","","","","","","","","","..protected the cells.. ..actually more effective against..","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant the abstract?","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","0.0","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation","Secondary Statement of Cause","had a protective effect on AB induced toxicity","..exhibited direct anti-proliferative effects..","..could play a vital role..","","","..shown to have proven…","","","We also saw them affecting the cancer cells, significantly slowing down their growth","","","","","","","","","","","","","","","","","","","","..significantly slowing down..","","","","","",""
"","about second IV and/or DV","Statement of Cause Code","6.0","6.0","4.0","","","6.0","","","6.0","","","","","","","","","","","","","","","","","","","","6.0","","","","","",""
"","","Is the statement probabilistic?","0.0","0.0","1.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Mentions","","","2.0","","","3.0","","","4.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","","32.0","","","9.0","","","35.0","","","","","","","","","","","","","","","","","","","","137.0","","","","","",""
"","","What terms were included in the count?","","","..could play a vital role.. ..affecting the cancer cells..","","","..it can help protect against.. ..shown to have proven.. ..significantly slowing..","","","..could play a vital role.. ..the digested compounds had ant-cancer properties.. ..the digested chemicals protected the cells, preventing the toxins from destroying the cells.. ..significantly slow down their growth..","","","","","","","","","","","","","","","","","","","","..significantly slowing down..","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","1.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant with the abstract?","","","1.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for Cause?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","0.0","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Cure","Is 'cure' present in the text?","1.0","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","Advice","Advice to Change Behaviour","0.0","0.0","..at least one cup of green tea every day may be good for you and I would certainly recommend it..","","","..if drinking tea everyday can help, we should increase our consumption..","","","I think it's fair to say that at least one cup of green tea every day may be good for you and I would certainly recommend it","","","","","","","","","","","","","","","","","","","","..at least one cup of green tea every day may be good for you and I would certainly recommend it..","","","","","",""
"","","Code","0.0","0.0","3.0","","","1.0","","","3.0","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Number of Mentions","","","1.0","","","-9.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","","603.0","","","-9.0","","","525.0","","","","","","","","","","","","","","","","","","","","229.0","","","","","",""
"","","What terms were included in the count?","","","..at least one cup of green tea every day may be good for you and I would certainly recommend it..","","","-9.0","","","see above","","","","","","","","","","","","","","","","","","","","..at least one cup of green tea every day may be good for you and I would certainly recommend it..","","","","","",""
"","","Is the same Advice being coded here?","","","3.0","","","-9.0","","","3.0","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Note differences here","","","When interviewed the lead researcher gave this advice to the press officer but did not mention it in his research","","","-9.0","","","The lead author gave this information in the PR","","","","","","","","","","","","","","","","","","","","When interviewed the lead researcher gave this advice to the press officer but did not mention it in his research","","","","","",""
"","","Justification Offered for changing behaviour?","-9.0","-9.0","1.0","","","-9.0","","","1.0","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Words to First Mention","","","1.0","","","-9.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Caveats Mentioned?","-9.0","-9.0","0.0","","","-9.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Study Design  First IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","0.0","","","1.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","104.0","139.0","","","-9.0","","","381.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Study Design  Second IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","0.0","","","1.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","104.0","139.0","","","-9.0","","","381.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Study Facts","N","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Completion Rate","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Small or Large Based on what they say","0.0","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Duration of Study","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Time Points","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Link or reference to PR and Other","","","0.0","","","0.0","","","0.0","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","Quotes","Present","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Quote 1 Source","","","","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Quote 2 Source","","","","","","2.0","","","2.0","","","","","","","","","","","","","","","","","","","","5.0","","","","","",""
"","","Quote 3 Source","","","","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Quote 4 Source","","","","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Quote 5 Source","","","","","","-9.0","","","-9.0","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," Funding Source + Conflict of Interest ","Main Funding Source","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
