"Press Release Title","Chance of dying early 20% higher in north than south of England","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Trends in mortality from 1965 to 2008 across the English north-south divide: comparative observational study","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","5.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","Complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","5.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","What terms were included in the count?","","","north-south divide, north, north and south, different parts of the country, geography of Englang, this divide, English regions, north-south health, northern","","","North-South, North, South, the divide, where they live, Yorkshire etc","","","north-south divide, north and south, northerners and southerners, geography of England, where they live","north-south divide, the divide, north and south","North-South, North, South, south-east, north-east, regions of the country","","","","","","","","","","","","","","","","","","north-South, the North, the South, North-East, North-West etc","","","","","",""
"","","is there ambiguity?","","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","The north-south divide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," ","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Main Conclusion DV","Main DV of Conclusions ","","Inequalities in  mortality","chances of dying before age of 75","","","life expectancy gap","","","life expectancy","health","health divide","","","","","","","","","","","","","","","","","","chances of dying early","","","","","",""
"","","Code of Main DV","","21.0","21.0","","","21.0","","","21.0","21.0","21.0","","","","","","","","","","","","","","","","","","21.0","","","","","",""
"","","Is this DV in the first 2 sentences?","","","1.0","","","1.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","7.0","","","9.0","","","10.0","8.0","19.0","","","","","","","","","","","","","","","","","","22.0","","","","","",""
"","","Words to First Mention","","","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","What terms were included in the count?","","","dying early, death rates, deaths, premature deaths","","","life expectancy gap, go to their graves ","","","die, longetivity, life expectancy, death rates, premature death, mortality, early death","health, die, deaths","the gap, the divide, excess ill health, health inequalities, excess deaths","","","","","","","","","","","","","","","","","","health divide, chances of dying early, mortality difference, health inequality, death rates, die before the age, inequality rates, gradients in health, mortality, age of death, the rates, the divide, the differences","","","","","",""
"","","is there ambiguity?","","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","mortality rates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","21.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","1.0","","","0.0","","","0.0","1.0","1.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","1.0","1.0","","","1.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Base Rate Mentioned","","1.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second IV","Second IV of Conclusions (or quasi IV)","","gender","gender","","","gender","","","gender","-9.0","-9.0","","","","","","","","","","","","","","","","","","gender","","","","","",""
"","","How does this IV relate to the research article","","2.0","2.0","","","2.0","","","2.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","IV Code","","26.0","26.0","","","26.0","","","26.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","26.0","","","","","",""
"","","Number of Sentences the IV is mentioned on","","","3.0","","","1.0","","","1.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","4.0","","","","","",""
"","","Words to First Mention","","","189.0","","","369.0","","","277.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","101.0","","","","","",""
"","","What terms were included in the count?","","","men and women, both sexes","","","men..women","","","men and women","-9.0","-9.0","","","","","","","","","","","","","","","","","","men, men and women","","","","","",""
"","","is there ambiguity?","","","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","gender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","26.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second DV","Second DV of Conclusions","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","How does this DV relate to the research article","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Code of DV","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is there ambiguity?","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","if yes describe","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Note differences here","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Base Rate Mentioned","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Sample","Who are the Main Conclusions About?","","English population","English population","","","people in North and South","","","people in the north and the south","people in the north and the south","people in the north and the south","","","","","","","","","","","","","","","","","","population of North and South","","","","","",""
"","","Sample Code","","2.0","2.0","","","1.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Note here in case above is 8","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the sample is mentioned in","","","9.0","","","6.0","","","5.0","2.0","4.0","","","","","","","","","","","","","","","","","","9.0","","","","","",""
"","","Words to First Mention","","","63.0","","","1.0","","","0.0","1.0","37.0","","","","","","","","","","","","","","","","","","70.0","","","","","",""
"","","What terms were included in the count?","","","population, communities, sexes, men and women, public health, UK government","","","people, men..women, nation, those living in","","","people, southerners/northerners, men and women","people","people, men and women","","","","","","","","","","","","","","","","","","people, men and women, men, both sexes, those living in, population, those in","","","","","",""
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","","1.0","","","1.0","0.0","1.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","sample code in abstract is implicitly humans","","","different sample codes (implicitly vs explicitly humans)","-9.0","abstract is implicitly humans","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual Sample for this","English population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation/Relationship","Primary Statement of Relationship","The north-south divide in population wide all cause mortality has been both substantial and persistent over the past four decades since 1965 in England.","Inequalities in all cause mortality in the north-south divide were severe and persistent over the four decades from 1965 to 2008.  ","Chance of dying early 20% higher in north than south of England.  ","","","37000 more people go to their graves early in the North compared with the South.","","","Northerners '20% more likely to die under 75' than southerners.","People in the north are 20 per cent more likely to die before the age of 75 than those in the south.","The health divide between the North and South of the country is at its widest for 40 years and is claiming the lives of tens of thousands of people before their time.  ","","","","","","","","","","","","","","","","","","The chances of dying early are a fifth higher in the North of England compared with the South.","","","","","",""
"","about main IV and DV","Statement of Relationship Code","2.0","2.0","2.0","","","2.0","","","2.0","2.0","2.0","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Is the statement probabilistic?","0.0","0.0","1.0","","","0.0","","","1.0","1.0","0.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Mentions","","","4.0","","","2.0","","","4.0","1.0","2.0","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Words to First Mention","","","0.0","","","1.0","","","0.0","9.0","3.0","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","What terms were included in the count?","","","chances, rates, experienced more","","","more likely to die, more people go to their graves early","","","more lilely to die, more people die in north than in south","more likely","divide is as its widest, fifth higher","","","","","","","","","","","","","","","","","","chances are higher, more likely","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant the abstract?","","","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation","Secondary Statement of Cause","The inequality was larger in men than in women.  ","Males were affected more than females.","This inequality was larger for men (15%) than for women (13%).  ","","","Men suffering more at 15% compared with women at 13%.  ","","","The differencial was more noticeable in men than women.  ","-9.0","-9.0","","","","","","","","","","","","","","","","","","Men were more likely [than women] to be affected.  ","","","","","",""
"","about second IV and/or DV","Statement of Cause Code","2.0","2.0","2.0","","","2.0","","","2.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Is the statement probabilistic?","0.0","0.0","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Mentions","","","1.0","","","1.0","","","1.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","","189.0","","","369.0","","","287.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","103.0","","","","","",""
"","","What terms were included in the count?","","","see above","","","see above","","","see above","-9.0","-9.0","","","","","","","","","","","","","","","","","","see above","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant with the abstract?","","","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for Cause?","","0.0","0.0","","","0.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","0.0","","","0.0","-9.0","1.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","544.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","Advice","Advice to Change Behaviour","It might imply that such policies have not been concentrated enough in the northern half of England or that, for example, a more directed regional economic policy, as in France or Germany, is required","0.0","the NHS must do more than pick up the pieces and call for “a national overview” of access to NHS services for different sections of the population living in different parts of the country","","","Focusing social and economic recovery on the North is the only way to tackle this death rate divide","","","This means tackling the wider, social causes of ill health and early death as well as addressing individual healthy lifestyles","0.0","We have to target business development in the North","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Code","1.0","0.0","2.0","","","2.0","","","1.0","0.0","2.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Mentions","","","1.0","","","1.0","","","1.0","-9.0","1.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","491.0","","","268.0","","","372.0","-9.0","667.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","","see above","","","see above","","","see above","-9.0","see above","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same Advice being coded here?","","","2.0","","","3.0","","","0.0","-9.0","3.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Note differences here","","","the research article did not test any NHS policies","","","journal article did not made explicit political suggestions that would result in lowering the death rate gap","","","-9.0","-9.0","neither journal article nor press release made any explicit statements about business development in England","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for changing behaviour?","1.0","-9.0","1.0","","","2.0","","","2.0","-9.0","2.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","327.0","","","184.0","","","315.0","-9.0","262.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","1.0","-9.0","0.0","","","0.0","","","0.0","-9.0","0.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Study Design  First IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","1.0","","","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","18.0","147.0","","","369.0","","","155.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","348.0","","","","","",""
"","Study Design  Second IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","1.0","","","1.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","18.0","147.0","","","369.0","","","155.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","348.0","","","","","",""
"","Study Facts","N","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Completion Rate","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Small or Large Based on what they say","3.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Duration of Study","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
