"Press Release Title","When you cough up green or yellow phlegm you need to be prescribed antibiotics, right?","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Antibiotic prescribing for discoloured sputum in acute cough/lower respiratory tract infection","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","4.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","3.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","8.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","6.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","Is the same IV being coded here as the abstract?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","discoloured sputum (yellow, green or yellow/green) or normal sputum or no sputum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," ","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Main Conclusion DV","Main DV of Conclusions ","","prescribing antibiotcs ","Prescribing antibiotic treatment ","","","","","","","","","","","","","","","","","","","","","","","","","","antibiotic treatment","","","","","",""
"","","Code of Main DV","","9.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is this DV in the first 2 sentences?","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","12.0","","","","","",""
"","","Words to First Mention","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","What terms were included in the count?","","","as above, ","","","","","","","","","","","","","","","","","","","","","","","","","","as above, prescribing antibiotics","","","","","",""
"","","is there ambiguity?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","prescribed antibiotics ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","1.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Base Rate Mentioned","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second IV","Second IV of Conclusions (or quasi IV)","","rate or magnitude of symptom score resolution ","alleviating symptoms and recovery","","","","","","","","","","","","","","","","","","","","","","","","","","benefit from antibiotics","","","","","",""
"","","How does this IV relate to the research article","","2.0","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","IV Code","","22.0","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Number of Sentences the IV is mentioned on","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","","","","","",""
"","","Words to First Mention","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","What terms were included in the count?","","","as above, greater rate or magnitude of symptoms score resolution, speed recovery","","","","","","","","","","","","","","","","","","","","","","","","","","as above, speed up recovery, difference between those who were and were not treated with antibiotics","","","","","",""
"","","is there ambiguity?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","if yes describe","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same IV being coded here as the abstract?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual IV for this","patient-recorded scaled symptom severity scores over 28 days (diary7 data)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Second DV","Second DV of Conclusions","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","How does this DV relate to the research article","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Code of DV","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the DV is mentioned on","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is there ambiguity?","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","if yes describe","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Is the same DV being coded here as the abstract?","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual DV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","is the DV quantified ","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Base Rate Mentioned","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Sample","Who are the Main Conclusions About?","","Adults with acute cough/LRTI ","patients","","","","","","","","","","","","","","","","","","","","","","","","","","patients","","","","","",""
"","","Sample Code","","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Note here in case above is 8","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Number of Sentences the sample is mentioned in","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","","","","","",""
"","","Words to First Mention","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","","",""
"","","What terms were included in the count?","","","as above, patients, people, 'you', adults, ","","","","","","","","","","","","","","","","","","","","","","","","","","as above, people, adults","","","","","",""
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Actual Sample for this","patients (aged ≥18 yrs)  with an illness where an acute or worsened cough was the main or dominant symptom, or had a clinical presentation that suggested a lower respiratory tract infection (LRTI), with a duration of ≤28 days. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","What terms were included in the count?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation/Relationship","Primary Statement of Relationship","…we found that patients presenting with acute cough in primary care who have discoloured sputum are more likely to be prescribed antibiotics than those not producing sputum or producing white sputum... ","…adults with acute cough/LRTI presenting in primary care settings with discoloured sputum were prescribed antibiotics more often compared to those not producing sputum...","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","…a study of over 3,000 adults from across Europe found that patients producing coloured phlegm are more likely to be prescribed antibiotics by their GP...","","","","","",""
"","about main IV and DV","Statement of Relationship Code","2.0","2.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Probabilistic Statement?","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Number of Mentions","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Words to First Mention","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","","","","",""
"","","What terms were included in the count?","","","more frequently","","","","","","","","","","","","","","","","","","","","","","","","","","more likely to be, more often","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant the abstract?","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for statement of relationship?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Causation","Secondary Statement of Cause","...sputum colour while feeling generally unwell was not associated with benefit from antibiotic treatment...","...Sputum colour, alone or together with feeling generally unwell, was not associated with recovery or benefit from antibiotic treatment…","...Prescribing antibiotics for patients with discoloured phlegm caused by acute cough has little or no effect on alleviating symptoms and recover...","","","","","","","","","","","","","","","","","","","","","","","","","","…taking antibiotics for a bad cough which produces green or yellow phlegm is of little benefit...","","","","","",""
"","about second IV and/or DV","Statement of Cause Code","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Probabilistic Statement?","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Mentions","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","","","","","",""
"","","Words to First Mention","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","13.0","","","","","",""
"","","What terms were included in the count?","","","as above, not associated","","","","","","","","","","","","","","","","","","","","","","","","","","as above, did not appear to, less than, does not, marginal at best or non-existent."" ","","","","","",""
"","","Is the press release or news story concordant with the Journal Article Body?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Is the press release or news story concordant with the abstract?","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Justification Offered for Cause?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","Advice","Advice to Change Behaviour","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","we need to keep them away from people who will not benefit from them.","","","","","",""
"","","Code","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Number of Mentions","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","335.0","","","","","",""
"","","What terms were included in the count?","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","as above","","","","","",""
"","","Is the same Advice being coded here?","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Note differences here","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Justification Offered for changing behaviour?","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Words to First Mention","","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","Study Design  First IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","1.0","116.0","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","","","","","",""
"","Study Design  Second IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Words to First Mention","","1.0","116.0","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","","","","","",""
"","Study Facts","N","3398.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","",""
"","","Completion Rate","71.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Small or Large Based on what they say","1.0","0.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Duration of Study","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Open Access?","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Link or reference to PR and Other","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","Quotes","Present","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Quote 1 Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"","","Quote 2 Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","",""
"","","Quote 3 Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Quote 4 Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
"","","Quote 5 Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.0","","","","","",""
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","Conflict of Interest ","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","IV","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","IV2","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","DV","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","DV2","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
