"Press Release Title","Less salt, less strokes says new research from Warwick","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Policy options to reduce population salt intake","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","4.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","2.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","8.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","7.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","BBC News","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","is there ambiguity?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","if yes describe","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Actual IV for this","Dietary salt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
""," ","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Main Conclusion DV","Main DV of Conclusions ","","Blood pressure","Levels of heart disease","","Heart disease","Deaths by strokes ","","","","Deaths from  heart disease","","","","","","","","","","","","","","","","","","","Save lives","","","","","","","Fatalities from heart disease"
"","","Code of Main DV","","14.0","14.0","","14.0","14.0","","","","14.0","","","","","","","","","","","","","","","","","","","14.0","","","","","","","14.0"
"","","Is this DV in the first 2 sentences?","","","1.0","","1.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","1.0"
"","","Number of Sentences the DV is mentioned on","","","4.0","","3.0","7.0","","","","2.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","2.0"
"","","Words to First Mention","","","1.0","","0.0","0.0","","","","1.0","","","","","","","","","","","","","","","","","","","15.0","","","","","","","0.0"
"","","What terms were included in the count?","","","Heart disease, cardiovascular disease","","Save 20000 lives, deaths from heart disease","Lives, strokes, blood pressure","","","","Lives every year, deaths from heart disease","","","","","","","","","","","","","","","","","","","Million lives, thousands if lives","","","","","","","Lives, fatalities"
"","","is there ambiguity?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","if yes describe","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","","1.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","3.0","","","","","","","0.0"
"","","Note differences here","","","-9.0","","See 2nd DV","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","This is a consequence of people haaving high blood pressure…","","","","","","","-9.0"
"","","Actual DV for this","Blood pressure and cardiovascular outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","-9.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","1.0"
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","is the DV quantified ","","0.0","1.0","","1.0","0.0","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","1.0"
"","","Base Rate Mentioned","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","How does this IV relate to the research article","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","IV Code","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Number of Sentences the IV is mentioned on","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","is there ambiguity?","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","if yes describe","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Second DV","Second DV of Conclusions","","Cardiovascular disease","Stokes","","Strokes","Deaths by heart attack ","","","","Stroke","","","","","","","","","","","","","","","","","","","Blood pressure","","","","","","","Fatalities from stroke"
"","","How does this DV relate to the research article","","2.0","1.0","","1.0","2.0","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","1.0"
"","","Code of DV","","14.0","14.0","","14.0","14.0","","","","14.0","","","","","","","","","","","","","","","","","","","14.0","","","","","","","14.0"
"","","Number of Sentences the DV is mentioned on","","","4.0","","3.0","3.0","","","","2.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","1.0"
"","","Words to First Mention","","","0.0","","0.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","108.0","","","","","","","24.0"
"","","What terms were included in the count?","","","Strokes, stroke","","Life, lives, stroke, blood pressure","Lives, heart attacks, ","","","","Lives every year, stroke","","","","","","","","","","","","","","","","","","","Blood pressure","","","","","","","Fatalities from … stroke"
"","","is there ambiguity?","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","if yes describe","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","","1.0","2.0","","","","0.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","0.0"
"","","Note differences here","","","-9.0","","See first DV","This is part of the cardiovascular DV (Second DV)","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Actual DV for this","Cardiovascular disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","-9.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","is the DV quantified ","","0.0","1.0","","1.0","1.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","1.0"
"","","Base Rate Mentioned","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Sample","Who are the Main Conclusions About?","","Population","Millions of lives","","Lives","Lives","","","","Lives","","","","","","","","","","","","","","","","","","","Lives ","","","","","","","Lives"
"","","Sample Code","","2.0","2.0","","2.0","2.0","","","","2.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","2.0"
"","","Note here in case above is 8","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Number of Sentences the sample is mentioned in","","","3.0","","1.0","5.0","","","","1.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","1.0"
"","","Words to First Mention","","","1.0","","1.0","0.0","","","","1.0","","","","","","","","","","","","","","","","","","","15.0","","","","","","","1.0"
"","","What terms were included in the count?","","","..millions of lives.. ..person.. ..public..","","..lives..","..lives.. ..adults.. ..men and women..","","","","..lives...","","","","","","","","","","","","","","","","","","","..lives.. ..people.. ..you..","","","","","","","..lives.."
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Actual Sample for this","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Causation/Relationship","Primary Statement of Relationship","5 g per day higher salt intake (2000 mg of sodium) is associated with a 17% greater risk of total cardiovascular
disease, and, crucially a 23% greater risk of stroke","High dietary salt has detrimental effects on blood pressure and cardiovascular outcomes","lowering dietary salt intake has the potential to save millions of lives globally by substantially reducing levels of heart disease and strokes","","CUTTING salt consumption by just half a teaspoon a day could save 20,000 lives ","REDUCING salt intake by a third would save millions of lives worldwide","","","","Cutting salt consumption by half a teaspoon a day could save 20,000 lives every year","","","","","","","","","","","","","","","","","","","15% cut in consumption could save 8.5 million lives ","","","","","","","Cutting salt intake by just half a teaspoon a day could save 20,000 lives"
"","about main IV and DV","Statement of Relationship Code","2.0","6.0","4.0","","4.0","4.0","","","","4.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","4.0"
"","","Is the statement probablilistic?","1.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of Mentions","","","4.0","","2.0","6.0","","","","2.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","2.0"
"","","Words to First Mention","","","0.0","","3.0","0.0","","","","10.0","","","","","","","","","","","","","","","","","","","15.0","","","","","","","14.0"
"","","What terms were included in the count?","","","..less salt, less strokes.. ..potential to save millions of lives globally by substantially reducing levels.. ..would prevent.. ..would result..","","..could save.. ..would cut..","..would save.. ..would prevent.. ..direct relation.. ..reducing salt intake is effective.. ..would result..","","","","..could save.. ..would reduce..","","","","","","","","","","","","","","","","","","","..could save.. ..direct relation..","","","","","","","..could save.. ..reduction would cut.."
"","","Is the press release or news story concordant with the Journal Article Body?","","","2.0","","2.0","2.0","","","","2.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","2.0"
"","","Is the press release or news story concordant the abstract?","","","1.0","","1.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","1.0"
"","","Justification Offered for statement of relationship?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Causation","Secondary Statement of Cause","5 g per day higher salt intake (2000 mg of sodium) is associated with ... a 23% greater risk of stroke","…high dietary salt intake has detrimental effects on blood pressure and cardiovascular outcomes…","lowering dietary salt intake has the potential to save millions of lives globally by substantially reducing levels of heart disease and strokes","","The 3g reduction to the Government's daily target of 6g would cut deaths from heart disease ","The three-gram cut - or half a teaspoon less each day - would prevent 20,000 deaths by strokes and heart attacks","","","","The three gram cut would reduce deaths from heart disease and stroke ","","","","","","","","","","","","","","","","","","","…there is a ""consistent, direct relationship"" between salt intake and blood pressure…","","","","","","","…the 3g reduction would cut fatalities…"
"","about second IV and/or DV","Statement of Cause Code","2.0","6.0","4.0","","4.0","4.0","","","","4.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","4.0"
"","","Is the statement probablilistic?","1.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of Mentions","","","4.0","","4.0","4.0","","","","2.0","","","","","","","","","","","","","","","","","","","3.0","","","","","","","2.0"
"","","Words to First Mention","","","0.0","","0.0","0.0","","","","1.0","","","","","","","","","","","","","","","","","","","108.0","","","","","","","24.0"
"","","What terms were included in the count?","","","Less salt less stroke, substantially reducing, would prevent, would result in,","","To save, could save, would cut, raises","Would save, would prevent, would result in","","","","Could save, would reduce","","","","","","","","","","","","","","","","","","","Direct relation, is linked to, showed substantial reductions in","","","","","","","Could save, would save"
"","","Is the press release or news story concordant with the Journal Article Body?","","","2.0","","2.0","2.0","","","","2.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","2.0"
"","","Is the press release or news story concordant with the abstract?","","","1.0","","1.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","1.0"
"","","Justification Offered for Cause?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Cure","Is 'cure' present in the text?","0.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","Advice","Advice to Change Behaviour","A four pronged approach is therefore required","0.0","A four-pronged approach is therefore required","","...CUTTING salt consumption by just half a teaspoon a day could save 20,000 lives …","...REDUCING salt intake by a third would save millions of lives worldwide…","","","","...Cutting salt consumption by half a teaspoon a day could save 20,000 lives …","","","","","","","","","","","","","","","","","","","Practical steps to reduce consumption should be drawn up without delay","","","","","","","Cutting salt intake by just half a teaspoon"
"","","Code","2.0","0.0","2.0","","1.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","1.0"
"","","Number of Mentions","","","3.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","-9.0"
"","","Words to First Mention","","","239.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","40.0","","","","","","","-9.0"
"","","What terms were included in the count?","","","..a four pronged approach.. ..the huge responsibility of food manufacturers.. ..prevention implemented through food reformulation and effective voluntary, market intervention or mandatory action..","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","..the report says practical steps to reduce consumption should be drawn up without delay.. ..widespread education and engagement with the food industry will be needed to limit the salt content of processed foods..","","","","","","","-9.0"
"","","Is the same Advice being coded here?","","","0.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","-9.0"
"","","Note differences here","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Justification Offered for changing behaviour?","1.0","-9.0","1.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","-9.0"
"","","Words to First Mention","","","0.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","15.0","","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","-9.0","0.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","345.0","","","","","","","-9.0"
"","Study Design  First IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","1.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","1.0"
"","","Words to First Mention","","-9.0","44.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","24.0"
"","Study Design  Second IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","1.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
