"Press Release Title","University research shapes new NICE guidelines on bloodpressure","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Cost-effectiveness of options for the diagnosis of high blood pressure in primary care: a modelling study","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","4.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","-9.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","Complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","4.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","New Scientist","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","What terms were included in the count?","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","is there ambiguity?","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","if yes describe","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Note differences here","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","Second DV","Second DV of Conclusions","","Save costs","Cost efectiveness","Cost","","","-9.0","-9.0","Savings","Saving money","-9.0","","-9.0","","","","","","","","","","","","","","","","Cost","","","","Accurate diagnosis","","-9.0"
"","","How does this DV relate to the research article","","1.0","1.0","1.0","","","-9.0","-9.0","1.0","1.0","-9.0","","-9.0","","","","","","","","","","","","","","","","1.0","","","","2.0","","-9.0"
"","","Code of DV","","24.0","24.0","24.0","","","-9.0","-9.0","24.0","24.0","-9.0","","-9.0","","","","","","","","","","","","","","","","24.0","","","","24.0","","-9.0"
"","","Number of Sentences the DV is mentioned on","","","6.0","2.0","","","-9.0","-9.0","2.0","3.0","-9.0","","-9.0","","","","","","","","","","","","","","","","2.0","","","","4.0","","-9.0"
"","","Words to First Mention","","","1.0","470.0","","","-9.0","-9.0","256.0","266.0","-9.0","","-9.0","","","","","","","","","","","","","","","","266.0","","","","227.0","","-9.0"
"","","What terms were included in the count?","","","Value for money, cost effectiveness, cost effective, save money, save costs, cost savings","This will be recouped, saving of £10.5 million","","","-9.0","-9.0","Savings of £10m, saving was £323 for each patient","Save money in the long term, start to save money. £15.6 million lower","-9.0","","-9.0","","","","","","","","","","","","","","","","Cost-saving, costs will be recouped","","","","Better targeting of blod pressure treatment, better indicators, artificially raised, uicker and more accurate diagnosis","","-9.0"
"","","is there ambiguity?","","","0.0","0.0","","","-9.0","-9.0","0.0","0.0","-9.0","","-9.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","-9.0"
"","","if yes describe","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","0.0","","","-9.0","-9.0","0.0","0.0","-9.0","","-9.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","-9.0"
"","","Note differences here","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Actual DV for this","Cost effectiveness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","24.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","0.0","","","-9.0","-9.0","0.0","0.0","-9.0","","-9.0","","","","","","","","","","","","","","","","0.0","","","","-9.0","","-9.0"
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","is the DV quantified ","","1.0","0.0","1.0","","","-9.0","-9.0","1.0","1.0","-9.0","","-9.0","","","","","","","","","","","","","","","","1.0","","","","0.0","","-9.0"
"","","Base Rate Mentioned","","0.0","0.0","0.0","","","-9.0","-9.0","0.0","0.0","-9.0","","-9.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","Sample","Who are the Main Conclusions About?","","Patients","-9.0","Patients","","","Patients","Patients","Patients","Patients","People","","Patients","","","","","","","","","","","","","","","","Patients","","","","-9.0","","Patients"
"","","Sample Code","","1.0","-9.0","1.0","","","1.0","1.0","1.0","1.0","1.0","","1.0","","","","","","","","","","","","","","","","1.0","","","","-9.0","","1.0"
"","","Note here in case above is 8","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Number of Sentences the sample is mentioned in","","","4.0","14.0","","","3.0","14.0","19.0","9.0","5.0","","3.0","","","","","","","","","","","","","","","","15.0","","","","7.0","","3.0"
"","","Words to First Mention","","","101.0","0.0","","","1.0","0.0","0.0","0.0","1.0","","23.0","","","","","","","","","","","","","","","","1.0","","","","79.0","","1.0"
"","","What terms were included in the count?","","","Adults, hypothetical primary care population aged 40-plus with a screening blood pressure measurement of grreater than 140/90mm Hg, men, both sexes","Patients, someone, people, patients, ","","","Patients, people","Patients, people, ","Patients, people, women, population","Patients, people, ","People, patients, adult population","","Patients","","","","","","","","","","","","","","","","Patients, people, ","","","","People, patients, men and women","","Patients"
"","","Is the sample code the same as the main conclusions of the abstract?","","","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","0.0"
"","","Note differences here","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Actual Sample for this","Hypothetical primary-care population aged 40 years or older with a blood pressure level at the screening clinic of greater than 140/90 mm Hg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","1.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","0.0"
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","","-9.0","-9.0","-9.0","-9.0","-9.0","","-9.0","","","","","","","","","","","","","","","","-9.0","","","","-9.0","","-9.0"
"","Causation/Relationship","Primary Statement of Relationship","0.0","…abulatory monitoring as a diagnostic strategy for hypertension after an initial raised reading in the clinic would reduce misdiagnosis and save costs...","…high blood pressure should be diagnosed using ambulatory blood pressure monitoring (repeated measurements throughout a 24-hour period), which is not only more clinically accurate...","0.0","","","0.0","…Patients suspected of having high blood pressure are to wear a monitor for 24 hours because the condition is being wrongly diagnosed in millions of people...","…more than a quarter of patients may have been misdiagnosed for high blood pressure...","...their blood pressure taken in the surgery, meaning they potentially give a misleading reading…","...one-quarter of the six million people being treated for high blood pressure in the UK may have been misdiagnosed...","","…potentially a quarter of patients could have been  misdiagnosed…","","","","","","","","","","","","","","","","0.0","","","","...Taking repeated blood pressure readings over a 24-hour period rather than a one-off measurement in the clinic is the most cost-effective way of deciding who should be prescribed drugs for hypertension...","","…one in four patients may be wrongly diagnosed with high blood pressure…"
"","about main IV and DV","Statement of Relationship Code","0.0","4.0","2.0","0.0","","","0.0","2.0","4.0","4.0","4.0","","4.0","","","","","","","","","","","","","","","","0.0","","","","6.0","","4.0"
"","","Is the statement probabilistic?","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","","","","","","","","","","","","0.0","","","","0.0","","0.0"
"","","Number of Mentions","","","2.0","1.0","","","2.0","1.0","2.0","5.0","2.0","","1.0","","","","","","","","","","","","","","","","2.0","","","","3.0","","1.0"
"","","Words to First Mention","","","1.0","45.0","","","63.0","1.0","0.0","0.0","1.0","","23.0","","","","","","","","","","","","","","","","44.0","","","","1.0","","1.0"
"","","What terms were included in the count?","","","More clinically accurate, would reduce misdiagnosis","…patients should be monitored for 24 hours in their homes to overcome the problem of 'waiting room nerves'…","","","It will be more accurate, home readings will prevent","Is being wrongly diagnosed","Expected to, may have been misdiagnosed","Fears millions have been misdiagnosed, they potentially give a misleading reading, can diagnose, gives far more accurate readings, providing more accurate readings","May have been misdiagnosed, can be obtained","","Could have been","","","","","","","","","","","","","","","","Leading to misdiagnosis, would allow better targeting of treatment","","","","The most cost-effective, it saved money","","May be wrongly diagnosed"
"","","Is the press release or news story concordant with the Journal Article Body?","","","3.0","3.0","","","3.0","3.0","3.0","3.0","3.0","","3.0","","","","","","","","","","","","","","","","3.0","","","","3.0","","3.0"
