"","","Statement of Cause","","0.0","4.0","4.0","","4.0","4.0","","","4.0","4.0","6.0","","","","","","","","","","","","","","","","","","6.0","","","","","","6.0"
""," Main Conclusion IV","Main IV of Conclusions (or quasi IV)","","MDMA analogues","modified MDMA","modified ecstasy","","drug derived from ecstasy","reworked form of ecstasy","","","modiefied ecstasy","modified forms of ecstasy","modified forms of Ecstasy","","","","","","","","","","","","","","","","","","modified forms of ecstasy","","","","","","modified versions of ecstasy"
"","","IV Code","","8.0","8.0","8.0","","8.0","8.0","","","8.0","8.0","8.0","","","","","","","","","","","","","","","","","","8.0","","","","","","8.0"
"","","Is this IV in the first 2 sentences?","","","1.0","1.0","","1.0","1.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Number of Sentences the IV is mentioned on","","","9.0","9.0","","9.0","8.0","","","4.0","9.0","3.0","","","","","","","","","","","","","","","","","","12.0","","","","","","8.0"
"","","Words to First Mention","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","What terms were included in the count?","","","ecstasy, MDMA, designer drug, the drug","ecstasy, Modified versions of the dance club drug, MDMA molecules","","rave drug, ecstasy, modified version of the party popper, drug derived from ecstasy, new drug","ecstasy, reworked form of the drug, MDMA, designer drug, ecstasy-based treatment","","","ecstasy, the designer drug","modified forms of ecstasy, ecstasy, MDMA, MDMA derivatives, the drug","E, ecstasy, modified forms","","","","","","","","","","","","","","","","","","ecstasy,modified ecstasy, one variant, new compounds, the drug","","","","","","ecstasy, MDMA, modified versions, popular club drug"
"","","is there ambiguity?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","if yes describe","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual IV for this","MDMA and analogues with modified α-substituents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
""," ","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation between actual IV and Abstract / PR / News Article?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Main Conclusion DV","Main DV of Conclusions ","","enhanced cytotoxic efficacy against lymphoma subtypes","cancer killing properties","blood cancer","","blood cancer","blood cancer","","","cancer","blood cancer","cancerous cell destruction","","","","","","","","","","","","","","","","","","blood cancer","","","","","","blood cancer"
"","","Code of Main DV","","23.0","23.0","23.0","","23.0","23.0","","","23.0","23.0","23.0","","","","","","","","","","","","","","","","","","23.0","","","","","","23.0"
"","","Is this DV in the first 2 sentences?","","","1.0","1.0","","1.0","1.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Number of Sentences the DV is mentioned on","","","5.0","6.0","","7.0","12.0","","","4.0","6.0","3.0","","","","","","","","","","","","","","","","","","14.0","","","","","","10.0"
"","","Words to First Mention","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","What terms were included in the count?","","","cancer treatment, cancer busting properties, cancer killing agent, ability to attack and destroy cancerous cells","cancers of the blood, leukaemia, cancerous cells, blood cancer, tumour","","big C, cancer, tumours, blood cancer","cancerm blood cancer, leukaemia, cancers affecting white blood cells, lymphoma, cancer cells","","","cancer, leukaemia, white blood cell cancers","cancer, blood cancer, cancers affecting white blood cells, leukaemia, cancerous cells, tumour","cancer, cancerous cells","","","","","","","","","","","","","","","","","","blood cancer, cancer, cancer cells, leukaemia, lymphoma, cancer-fighting effectiveness, cancerous membranes","","","","","","leukaemia, blood cancer, cancer, cancerous cells, cancer cells, lymphoma"
"","","is there ambiguity?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","if yes describe","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual DV for this","Cellular cytotoxicity/viability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","23.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","0.0","","0.0","0.0","","","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of sentences the actual DV is mentioned","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is the DV quantified ","","1.0","1.0","1.0","","1.0","0.0","","","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Base Rate Mentioned","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Second IV","Second IV of Conclusions (or quasi IV)","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","How does this IV relate to the research article","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","IV Code","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the IV is mentioned on","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is there ambiguity?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","if yes describe","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same IV being coded here as the abstract?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual IV for this","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","IV Code ","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of sentences the actual IV is mentioned","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Second DV","Second DV of Conclusions","","predicted lipophilicity","structure of modified MDMA","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","How does this DV relate to the research article","","2.0","2.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Code of DV","","20.0","20.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the DV is mentioned on","","","4.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","242.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","structure, mechanism, lilophilic, more 'soapy'","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is there ambiguity?","","","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","if yes describe","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same DV being coded here as the abstract?","","","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Actual DV for this","lipophilicity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DV Code ","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of sentences actual DV is mentioned in","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Generalisation?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","is the DV quantified ","","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Base Rate Mentioned","","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Sample","Who are the Main Conclusions About?","","Burkitt’s lymphoma (BL) cells","-9.0","-9.0","","-9.0","-9.0","","","cancer sufferers","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Sample Code","","6.0","-9.0","-9.0","","-9.0","2.0","","","1.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note here in case above is 8","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Sentences the sample is mentioned in","","","1.0","0.0","","0.0","4.0","","","2.0","0.0","0.0","","","","","","","","","","","","","","","","","","3.0","","","","","","0.0"
"","","Words to First Mention","","","89.0","-9.0","","-9.0","65.0","","","0.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","41.0","","","","","","-9.0"
"","","What terms were included in the count?","","","test tube","-9.0","","-9.0","people, patients","","","cancer sufferers, patient","-9.0","-9.0","","","","","","","","","","","","","","","","","","test tube","","","","","","-9.0"
"","","Is the sample code the same as the main conclusions of the abstract?","","","2.0","2.0","","2.0","2.0","","","2.0","2.0","2.0","","","","","","","","","","","","","","","","","","2.0","","","","","","2.0"
"","","Note differences here","","","sample is not explicit in the first two sentences of the press release","the sample is not clear in the news article","","the sample is not clear in the news article","abstract is explicitly cells","","","abstract is cells, news article is humans","sample is not explicit in the news article","the sample is not explicit","","","","","","","","","","","","","","","","","","sample in the news article is not explicit in the first two sentences","","","","","","sample is not explicit in the news article"
"","","Actual Sample for this","Cell lines deriving from different B-cell malignancies and variants of the L3055 BL cell line","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Sample Code","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Note here in case above is 8","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Is there a generalisation?","0.0","0.0","1.0","2.0","","2.0","2.0","","","2.0","2.0","2.0","","","","","","","","","","","","","","","","","","1.0","","","","","","2.0"
"","","Number of Sentences the actual sample is mentioned in the Abstract, PR or News","","-9.0","-9.0","3.0","","1.0","3.0","","","0.0","2.0","0.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","3.0"
"","","Words to First Mention","","","-9.0","29.0","","89.0","97.0","","","-9.0","19.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","15.0"
"","","What terms were included in the count?","","-9.0","-9.0","cells","","cells","cells, test tube","","","-9.0","cells","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","cell, cells"
"","","Justification Offered for Generalisation?","-9.0","-9.0","-9.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Causation/Relationship","Primary Statement of Relationship","Analogues of MDMA with modified α-substituents were iteratively designed and synthesised, and found to be up to 10-fold (first generation) and 100-fold (second generation) more potent than the parent amphetamine derivative at promoting lymphoma cell death","incorporating a phenyl group increased potency against sensitive, Bcl-2-deplete, Burkitt’s lymphoma (BL) cells","significant success in ‘redesigning the designer drug’ for potential use as a cancer-killing agent in the treatment of leukaemia, lymphoma and myeloma","Modified versions of the dance club drug may help to fight leukaemia, lymphoma and myeloma","","an illegal rave drug could hold the key to beating cancer","THE designer drug Ecstasy has been developed into a potent medical treatment that could be the key to tackling blood cancers","","","the designer drug could be used to treat leukaemia, lymphoma and myeloma ","Modified forms of the drug Ecstasy may be effective against leukaemia, lymphoma and myeloma","modified forms of the rave drug boosted its ability to destroy cancerous cells","","","","","","","","","","","","","","","","","","Ecstasy is known to kill some cancer cells, but scientists have increased its effectiveness 100-fold","","","","","","Ecstasy 'key to treating leukaemia'"
"","about main IV and DV","Statement of Relationship Code","6.0","6.0","4.0","4.0","","4.0","4.0","","","4.0","4.0","6.0","","","","","","","","","","","","","","","","","","6.0","","","","","","6.0"
"","","Is the statement probabilistic?","0.0","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Mentions","","","3.0","3.0","","4.0","4.0","","","3.0","3.0","2.0","","","","","","","","","","","","","","","","","","7.0","","","","","","4.0"
"","","Words to First Mention","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","What terms were included in the count?","","","holds promise, potential use, boosted","may help to fight, could be used to treat","","to fight, could hold the key to beating, could beat, more effective","could be the key to tackling, is set to treat, may help save, has potential","","","could be used to treat, could be used to cure","boosted, may be effective against, may help combat","fights, boosted","","","","","","","","","","","","","","","","","","attacks, could one day have a role, have increased its effectiveness, could be increased, could be killed, can wipe out, has the potential","","","","","","key to treating, possible treatment, could help fight, can boost"
"","","Is the press release or news story concordant with the Journal Article Body?","","","1.0","1.0","","1.0","1.0","","","1.0","1.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Is the press release or news story concordant the abstract?","","","1.0","1.0","","1.0","1.0","","","1.0","1.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Justification Offered for statement of relationship?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Causation","Secondary Statement of Cause","a strong correlation was indeed observed with anti-lymphoma potency closely tracking calculated lipophilicity","Enhanced cytotoxic performance did however track with predicted lipophilicity amongst the designed compounds","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","about second IV and/or DV","Statement of Cause Code","2.0","2.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the statement probabilistic?","0.0","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Number of Mentions","","","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the press release or news story concordant with the Journal Article Body?","","","3.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the press release or news story concordant with the abstract?","","","3.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for Cause?","","0.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Cure","Is 'cure' present in the text?","0.0","1.0","0.0","0.0","","0.0","0.0","","","3.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","Advice","Advice to Change Behaviour","0.0","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
